shipment_id,order_date,delivery_date,region,origin,destination,service_type,delivery_status,estimated_days,actual_days,delay_days,distance_km,distribution_center,customer_segment
VLX-2026-001994,2026-02-22,2026-03-01,North,Salvador/BA,Manaus/AM,STANDARD,DELIVERED_ON_TIME,8,7,0,693,DC-AM-01,RETAIL
VLX-2026-001995,2026-05-30,2026-06-13,Northeast,Fortaleza/CE,Fortaleza/CE,STANDARD,DELIVERED_LATE,7,14,7,927,DC-BA-01,RETAIL
VLX-2026-001996,2026-05-18,2026-05-20,South,Brasilia/DF,Curitiba/PR,EXPRESS,DELIVERED_ON_TIME,2,2,0,693,DC-RS-01,RETAIL
VLX-2026-001997,2026-07-11,2026-07-14,North,Rio de Janeiro/RJ,Porto Velho/RO,EXPRESS,DELIVERED_ON_TIME,4,3,0,1115,DC-AM-01,RETAIL
VLX-2026-001998,2026-05-01,2026-05-07,South,Cuiaba/MT,Porto Alegre/RS,STANDARD,DELIVERED_ON_TIME,6,6,0,377,DC-RS-01,RETAIL
VLX-2026-001999,2026-02-11,2026-02-13,Southeast,Sao Paulo/SP,Rio de Janeiro/RJ,EXPRESS,DELIVERED_ON_TIME,2,2,0,636,DC-MG-01,RETAIL
VLX-2026-002000,2026-05-09,2026-05-16,Central-West,Florianopolis/SC,Cuiaba/MT,STANDARD,DELIVERED_LATE,6,7,1,1431,DC-GO-01,RETAIL
VLX-2026-002001,2026-01-25,2026-01-28,Northeast,Sao Paulo/SP,Fortaleza/CE,EXPRESS,DELIVERED_ON_TIME,3,3,0,726,DC-CE-01,SMB
VLX-2026-002002,2026-03-20,2026-03-27,Northeast,Rio de Janeiro/RJ,Fortaleza/CE,EXPRESS,DELIVERED_LATE,4,7,3,1402,DC-CE-01,SMB
VLX-2026-002003,2026-04-10,2026-04-15,Northeast,Curitiba/PR,Salvador/BA,STANDARD,DELIVERED_ON_TIME,6,5,0,805,DC-PE-01,RETAIL
VLX-2026-002004,2026-06-23,2026-06-25,Southeast,Sao Paulo/SP,Sao Paulo/SP,EXPRESS,DELIVERED_ON_TIME,2,2,0,351,DC-RJ-01,SMB
VLX-2026-002005,2026-03-25,2026-03-31,Northeast,Rio de Janeiro/RJ,Salvador/BA,STANDARD,DELIVERED_ON_TIME,6,6,0,1495,DC-CE-01,SMB
VLX-2026-002006,2026-07-04,2026-07-10,Central-West,Rio de Janeiro/RJ,Cuiaba/MT,STANDARD,DELIVERED_ON_TIME,6,6,0,198,DC-DF-01,SMB
VLX-2026-002007,2026-06-10,2026-06-13,South,Salvador/BA,Porto Alegre/RS,EXPRESS,DELIVERED_ON_TIME,3,3,0,1057,DC-PR-01,SMB
VLX-2026-002008,2026-03-03,2026-03-10,Southeast,Goiania/GO,Belo Horizonte/MG,STANDARD,DELIVERED_LATE,5,7,2,990,DC-RJ-01,RETAIL
VLX-2026-002009,2026-04-26,2026-05-02,Northeast,Belo Horizonte/MG,Recife/PE,STANDARD,DELIVERED_ON_TIME,6,6,0,1334,DC-CE-01,RETAIL
VLX-2026-002010,2026-08-16,2026-08-21,Southeast,Rio de Janeiro/RJ,Rio de Janeiro/RJ,STANDARD,DELIVERED_ON_TIME,5,5,0,699,DC-RJ-01,RETAIL
VLX-2026-002011,2026-02-23,2026-02-25,Southeast,Rio de Janeiro/RJ,Belo Horizonte/MG,EXPRESS,DELIVERED_ON_TIME,2,2,0,886,DC-MG-01,RETAIL
VLX-2026-002012,2026-01-04,2026-01-10,Southeast,Florianopolis/SC,Belo Horizonte/MG,EXPRESS,DELIVERED_LATE,3,6,3,628,DC-SP-01,SMB
VLX-2026-002013,2026-06-07,2026-06-11,Central-West,Sao Paulo/SP,Goiania/GO,EXPRESS,DELIVERED_ON_TIME,4,4,0,1557,DC-DF-01,RETAIL
VLX-2026-002014,2026-03-07,2026-03-13,Southeast,Fortaleza/CE,Rio de Janeiro/RJ,STANDARD,DELIVERED_ON_TIME,6,6,0,320,DC-MG-01,RETAIL
VLX-2026-002015,2026-01-05,2026-01-12,Central-West,Sao Paulo/SP,Cuiaba/MT,STANDARD,DELIVERED_ON_TIME,7,7,0,720,DC-GO-01,RETAIL
VLX-2026-002016,2026-05-25,2026-06-01,Central-West,Rio de Janeiro/RJ,Brasilia/DF,STANDARD,DELIVERED_ON_TIME,7,7,0,857,DC-GO-01,ENTERPRISE
VLX-2026-002017,2026-04-13,2026-04-19,Central-West,Belo Horizonte/MG,Brasilia/DF,STANDARD,DELIVERED_ON_TIME,6,6,0,1127,DC-DF-01,RETAIL
VLX-2026-002018,2026-02-07,2026-02-13,Northeast,Rio de Janeiro/RJ,Recife/PE,EXPRESS,DELIVERED_LATE,4,6,2,726,DC-CE-01,SMB
VLX-2026-002019,2026-05-20,2026-05-27,Northeast,Rio de Janeiro/RJ,Salvador/BA,STANDARD,DELIVERED_ON_TIME,7,7,0,1413,DC-PE-01,RETAIL
VLX-2026-002020,2026-02-04,2026-02-07,Northeast,Manaus/AM,Fortaleza/CE,EXPRESS,DELIVERED_ON_TIME,3,3,0,791,DC-CE-01,RETAIL
VLX-2026-002021,2026-03-29,2026-04-06,North,Recife/PE,Belem/PA,STANDARD,DELIVERED_ON_TIME,8,8,0,2221,DC-PA-01,RETAIL
VLX-2026-002022,2026-06-15,2026-06-23,South,Cuiaba/MT,Curitiba/PR,STANDARD,DELIVERED_LATE,5,8,3,773,DC-RS-01,RETAIL
VLX-2026-002023,2026-03-05,2026-03-10,Northeast,Fortaleza/CE,Recife/PE,STANDARD,DELIVERED_ON_TIME,6,5,0,1139,DC-BA-01,SMB
VLX-2026-002024,2026-03-22,2026-03-31,North,Rio de Janeiro/RJ,Porto Velho/RO,STANDARD,DELIVERED_LATE,7,9,2,1640,DC-PA-01,RETAIL
VLX-2026-002025,2026-01-14,2026-01-19,South,Belo Horizonte/MG,Florianopolis/SC,STANDARD,DELIVERED_ON_TIME,5,5,0,611,DC-PR-01,RETAIL
VLX-2026-002026,2026-06-01,2026-06-06,Southeast,Rio de Janeiro/RJ,Rio de Janeiro/RJ,STANDARD,DELIVERED_ON_TIME,5,5,0,560,DC-RJ-01,RETAIL
VLX-2026-002027,2026-01-21,2026-01-25,Southeast,Curitiba/PR,Rio de Janeiro/RJ,STANDARD,DELIVERED_ON_TIME,5,4,0,188,DC-SP-01,RETAIL
VLX-2026-002028,2026-05-02,2026-05-09,North,Curitiba/PR,Belem/PA,STANDARD,DELIVERED_ON_TIME,7,7,0,1769,DC-PA-01,SMB
VLX-2026-002029,2026-03-08,2026-03-13,Southeast,Porto Velho/RO,Belo Horizonte/MG,STANDARD,DELIVERED_ON_TIME,5,5,0,880,DC-RJ-01,ENTERPRISE
VLX-2026-002030,2026-01-30,2026-02-04,South,Rio de Janeiro/RJ,Florianopolis/SC,STANDARD,DELIVERED_ON_TIME,6,5,0,771,DC-RS-01,SMB
VLX-2026-002031,2026-01-24,2026-01-31,North,Manaus/AM,Belem/PA,STANDARD,DELIVERED_ON_TIME,7,7,0,724,DC-PA-01,RETAIL
VLX-2026-002032,2026-02-15,2026-02-20,Southeast,Belo Horizonte/MG,Sao Paulo/SP,STANDARD,DELIVERED_ON_TIME,5,5,0,303,DC-SP-01,RETAIL
VLX-2026-002033,2026-05-30,2026-06-01,South,Rio de Janeiro/RJ,Florianopolis/SC,EXPRESS,DELIVERED_ON_TIME,2,2,0,423,DC-RS-01,RETAIL
VLX-2026-002034,2026-01-22,2026-01-29,Northeast,Rio de Janeiro/RJ,Fortaleza/CE,STANDARD,DELIVERED_ON_TIME,7,7,0,464,DC-BA-01,RETAIL
VLX-2026-002035,2026-06-18,2026-06-26,North,Goiania/GO,Manaus/AM,EXPRESS,DELIVERED_LATE,4,8,4,306,DC-PA-01,SMB
VLX-2026-002036,2026-07-30,2026-08-05,Northeast,Goiania/GO,Salvador/BA,STANDARD,DELIVERED_ON_TIME,6,6,0,716,DC-CE-01,SMB
VLX-2026-002037,2026-08-05,2026-08-11,Northeast,Rio de Janeiro/RJ,Salvador/BA,STANDARD,DELIVERED_ON_TIME,6,6,0,436,DC-PE-01,RETAIL
VLX-2026-002038,2026-07-20,2026-07-27,Northeast,Cuiaba/MT,Salvador/BA,STANDARD,DELIVERED_ON_TIME,7,7,0,1146,DC-BA-01,RETAIL
VLX-2026-002039,2026-06-13,2026-06-24,Northeast,Curitiba/PR,Salvador/BA,STANDARD,DELIVERED_LATE,6,11,5,1160,DC-BA-01,RETAIL
VLX-2026-002040,2026-02-05,2026-02-12,Northeast,Salvador/BA,Fortaleza/CE,STANDARD,DELIVERED_LATE,6,7,1,1665,DC-BA-01,RETAIL
VLX-2026-002041,2026-02-20,2026-02-26,South,Porto Alegre/RS,Curitiba/PR,EXPRESS,DELIVERY_EXCEPTION,2,6,4,1224,DC-PR-01,RETAIL
VLX-2026-002042,2026-02-18,2026-02-22,Southeast,Fortaleza/CE,Sao Paulo/SP,STANDARD,DELIVERED_ON_TIME,5,4,0,547,DC-SP-01,ENTERPRISE
VLX-2026-002043,2026-06-03,2026-06-09,Southeast,Manaus/AM,Sao Paulo/SP,STANDARD,DELIVERED_ON_TIME,6,6,0,237,DC-MG-01,RETAIL
VLX-2026-002044,2026-04-21,2026-04-27,Southeast,Rio de Janeiro/RJ,Rio de Janeiro/RJ,STANDARD,DELIVERED_ON_TIME,6,6,0,999,DC-MG-01,RETAIL
VLX-2026-002045,2026-07-04,2026-07-11,North,Brasilia/DF,Belem/PA,STANDARD,DELIVERED_ON_TIME,7,7,0,2219,DC-PA-01,RETAIL
VLX-2026-002046,2026-01-18,2026-01-21,Northeast,Sao Paulo/SP,Recife/PE,EXPRESS,DELIVERED_ON_TIME,3,3,0,432,DC-CE-01,RETAIL
VLX-2026-002047,2026-04-30,2026-05-06,Southeast,Porto Alegre/RS,Belo Horizonte/MG,STANDARD,DELIVERED_ON_TIME,6,6,0,269,DC-MG-01,RETAIL
VLX-2026-002048,2026-03-09,2026-03-13,Central-West,Sao Paulo/SP,Brasilia/DF,EXPRESS,DELIVERED_ON_TIME,4,4,0,1271,DC-DF-01,RETAIL
VLX-2026-002049,2026-07-22,2026-07-27,Southeast,Curitiba/PR,Sao Paulo/SP,STANDARD,DELIVERED_ON_TIME,5,5,0,229,DC-SP-01,RETAIL
VLX-2026-002050,2026-02-12,2026-02-16,Southeast,Fortaleza/CE,Belo Horizonte/MG,EXPRESS,DELIVERED_LATE,2,4,2,795,DC-SP-01,RETAIL
VLX-2026-002051,2026-04-30,2026-05-05,South,Manaus/AM,Porto Alegre/RS,STANDARD,DELIVERED_ON_TIME,5,5,0,931,DC-RS-01,SMB
VLX-2026-002052,2026-06-13,2026-06-23,Northeast,Salvador/BA,Fortaleza/CE,STANDARD,DELIVERY_EXCEPTION,6,10,4,1001,DC-PE-01,RETAIL
VLX-2026-002053,2026-08-02,2026-08-07,Central-West,Recife/PE,Cuiaba/MT,STANDARD,DELIVERED_ON_TIME,6,5,0,1270,DC-DF-01,SMB
VLX-2026-002054,2026-05-16,2026-05-19,South,Salvador/BA,Porto Alegre/RS,EXPRESS,DELIVERED_ON_TIME,3,3,0,685,DC-RS-01,ENTERPRISE
VLX-2026-002055,2026-07-08,2026-07-10,Southeast,Porto Alegre/RS,Sao Paulo/SP,EXPRESS,DELIVERED_ON_TIME,2,2,0,248,DC-MG-01,RETAIL
VLX-2026-002056,2026-06-16,2026-06-22,Central-West,Belo Horizonte/MG,Goiania/GO,STANDARD,DELIVERED_ON_TIME,6,6,0,746,DC-GO-01,SMB
VLX-2026-002057,2026-02-02,2026-02-10,Northeast,Curitiba/PR,Fortaleza/CE,STANDARD,DELIVERED_LATE,6,8,2,694,DC-BA-01,RETAIL
VLX-2026-002058,2026-02-20,2026-02-22,Southeast,Belem/PA,Rio de Janeiro/RJ,EXPRESS,DELIVERED_ON_TIME,2,2,0,137,DC-MG-01,RETAIL
VLX-2026-002059,2026-03-05,2026-03-07,South,Belo Horizonte/MG,Curitiba/PR,EXPRESS,DELIVERED_ON_TIME,2,2,0,862,DC-PR-01,RETAIL
VLX-2026-002060,2026-04-26,2026-05-02,Central-West,Goiania/GO,Cuiaba/MT,STANDARD,DELIVERED_ON_TIME,6,6,0,524,DC-DF-01,RETAIL
VLX-2026-002061,2026-01-30,2026-02-06,North,Rio de Janeiro/RJ,Porto Velho/RO,STANDARD,DELIVERED_ON_TIME,7,7,0,313,DC-PA-01,RETAIL
VLX-2026-002062,2026-07-21,2026-07-26,North,Curitiba/PR,Porto Velho/RO,EXPRESS,DELIVERED_ON_TIME,5,5,0,1417,DC-PA-01,RETAIL
VLX-2026-002063,2026-04-12,2026-04-18,Central-West,Brasilia/DF,Goiania/GO,STANDARD,DELIVERED_ON_TIME,6,6,0,551,DC-GO-01,RETAIL
VLX-2026-002064,2026-08-04,2026-08-10,Southeast,Porto Velho/RO,Sao Paulo/SP,STANDARD,DELIVERED_ON_TIME,6,6,0,698,DC-RJ-01,RETAIL
VLX-2026-002065,2026-02-02,2026-02-09,Northeast,Rio de Janeiro/RJ,Salvador/BA,STANDARD,DELIVERED_ON_TIME,7,7,0,1794,DC-PE-01,SMB
VLX-2026-002066,2026-05-19,2026-05-23,Southeast,Curitiba/PR,Sao Paulo/SP,STANDARD,DELIVERED_ON_TIME,5,4,0,602,DC-SP-01,RETAIL
VLX-2026-002067,2026-04-23,2026-05-04,North,Rio de Janeiro/RJ,Porto Velho/RO,STANDARD,DELIVERED_LATE,8,11,3,665,DC-PA-01,RETAIL
VLX-2026-002068,2026-01-28,2026-02-03,Central-West,Goiania/GO,Cuiaba/MT,STANDARD,DELIVERED_ON_TIME,6,6,0,738,DC-DF-01,RETAIL
VLX-2026-002069,2026-02-20,2026-02-26,Northeast,Belo Horizonte/MG,Fortaleza/CE,STANDARD,DELIVERED_ON_TIME,6,6,0,1764,DC-PE-01,RETAIL
VLX-2026-002070,2026-02-28,2026-03-04,North,Belo Horizonte/MG,Manaus/AM,EXPRESS,DELIVERED_ON_TIME,4,4,0,641,DC-AM-01,RETAIL
VLX-2026-002071,2026-02-28,2026-03-05,South,Florianopolis/SC,Porto Alegre/RS,EXPRESS,DELIVERED_LATE,2,5,3,1098,DC-PR-01,RETAIL
VLX-2026-002072,2026-01-26,2026-01-29,South,Rio de Janeiro/RJ,Florianopolis/SC,EXPRESS,DELIVERED_ON_TIME,3,3,0,628,DC-RS-01,RETAIL
VLX-2026-002073,2026-07-02,2026-07-07,South,Sao Paulo/SP,Porto Alegre/RS,STANDARD,DELIVERED_ON_TIME,5,5,0,246,DC-RS-01,RETAIL
VLX-2026-002074,2026-05-01,2026-05-13,Northeast,Sao Paulo/SP,Fortaleza/CE,STANDARD,DELIVERED_LATE,6,12,6,441,DC-CE-01,RETAIL
VLX-2026-002075,2026-06-01,2026-06-09,North,Curitiba/PR,Manaus/AM,STANDARD,DELIVERED_LATE,7,8,1,1060,DC-PA-01,RETAIL
VLX-2026-002076,2026-02-02,2026-02-09,Southeast,Curitiba/PR,Sao Paulo/SP,STANDARD,DELIVERED_LATE,5,7,2,701,DC-RJ-01,ENTERPRISE
VLX-2026-002077,2026-05-01,2026-05-05,North,Manaus/AM,Porto Velho/RO,EXPRESS,DELIVERED_ON_TIME,4,4,0,2286,DC-PA-01,RETAIL
VLX-2026-002078,2026-02-28,2026-03-04,North,Belo Horizonte/MG,Belem/PA,EXPRESS,DELIVERED_ON_TIME,5,4,0,2159,DC-AM-01,RETAIL
VLX-2026-002079,2026-01-17,2026-01-23,Southeast,Florianopolis/SC,Sao Paulo/SP,STANDARD,DELIVERED_ON_TIME,6,6,0,691,DC-RJ-01,RETAIL
VLX-2026-002080,2026-07-13,2026-07-20,Central-West,Sao Paulo/SP,Cuiaba/MT,STANDARD,DELIVERED_ON_TIME,7,7,0,223,DC-GO-01,RETAIL
VLX-2026-002081,2026-05-07,2026-05-13,South,Belo Horizonte/MG,Porto Alegre/RS,STANDARD,DELIVERED_ON_TIME,6,6,0,315,DC-PR-01,SMB
VLX-2026-002082,2026-07-06,2026-07-10,North,Sao Paulo/SP,Porto Velho/RO,EXPRESS,DELIVERED_ON_TIME,4,4,0,641,DC-AM-01,SMB
VLX-2026-002083,2026-08-12,2026-08-20,Southeast,Sao Paulo/SP,Belo Horizonte/MG,STANDARD,DELIVERED_LATE,5,8,3,1035,DC-SP-01,RETAIL
VLX-2026-002084,2026-07-18,2026-07-24,Southeast,Porto Alegre/RS,Rio de Janeiro/RJ,STANDARD,DELIVERED_ON_TIME,6,6,0,452,DC-RJ-01,RETAIL
VLX-2026-002085,2026-03-15,2026-03-21,Central-West,Porto Alegre/RS,Cuiaba/MT,STANDARD,DELIVERED_ON_TIME,6,6,0,1609,DC-DF-01,RETAIL
VLX-2026-002086,2026-03-17,2026-03-21,South,Curitiba/PR,Curitiba/PR,STANDARD,DELIVERED_ON_TIME,5,4,0,144,DC-PR-01,RETAIL
VLX-2026-002087,2026-02-12,2026-02-18,Southeast,Rio de Janeiro/RJ,Rio de Janeiro/RJ,STANDARD,DELIVERED_ON_TIME,6,6,0,642,DC-MG-01,SMB
VLX-2026-002088,2026-02-28,2026-03-04,Southeast,Rio de Janeiro/RJ,Belo Horizonte/MG,STANDARD,DELIVERED_ON_TIME,5,4,0,587,DC-RJ-01,ENTERPRISE
VLX-2026-002089,2026-07-28,2026-08-04,North,Rio de Janeiro/RJ,Belem/PA,STANDARD,DELIVERED_ON_TIME,8,7,0,722,DC-PA-01,SMB
VLX-2026-002090,2026-07-03,2026-07-07,Southeast,Fortaleza/CE,Sao Paulo/SP,STANDARD,DELIVERED_ON_TIME,5,4,0,128,DC-RJ-01,SMB
VLX-2026-002091,2026-07-05,2026-07-13,Central-West,Cuiaba/MT,Cuiaba/MT,STANDARD,DELIVERED_LATE,7,8,1,304,DC-GO-01,RETAIL
VLX-2026-002092,2026-02-05,2026-02-11,Northeast,Rio de Janeiro/RJ,Recife/PE,STANDARD,DELIVERED_ON_TIME,6,6,0,393,DC-CE-01,ENTERPRISE
VLX-2026-002093,2026-04-18,2026-04-22,Southeast,Brasilia/DF,Sao Paulo/SP,STANDARD,DELIVERED_ON_TIME,5,4,0,89,DC-RJ-01,SMB
VLX-2026-002094,2026-07-29,2026-08-04,Southeast,Florianopolis/SC,Sao Paulo/SP,STANDARD,DELIVERED_LATE,5,6,1,791,DC-SP-01,RETAIL
VLX-2026-002095,2026-01-12,2026-01-17,Southeast,Belo Horizonte/MG,Belo Horizonte/MG,STANDARD,DELIVERED_ON_TIME,5,5,0,650,DC-SP-01,RETAIL
VLX-2026-002096,2026-01-19,2026-01-22,North,Curitiba/PR,Porto Velho/RO,EXPRESS,DELIVERED_ON_TIME,4,3,0,1234,DC-PA-01,RETAIL
VLX-2026-002097,2026-07-21,2026-07-26,South,Rio de Janeiro/RJ,Florianopolis/SC,STANDARD,DELIVERED_ON_TIME,5,5,0,310,DC-PR-01,SMB
VLX-2026-002098,2026-06-16,2026-06-18,Northeast,Salvador/BA,Fortaleza/CE,EXPRESS,DELIVERED_ON_TIME,3,2,0,891,DC-PE-01,RETAIL
VLX-2026-002099,2026-01-25,2026-01-29,South,Porto Alegre/RS,Porto Alegre/RS,EXPRESS,DELIVERED_LATE,2,4,2,247,DC-RS-01,RETAIL
VLX-2026-002100,2026-06-14,2026-06-19,South,Florianopolis/SC,Florianopolis/SC,STANDARD,DELIVERED_ON_TIME,5,5,0,807,DC-PR-01,ENTERPRISE
VLX-2026-002101,2026-06-21,2026-06-30,Northeast,Florianopolis/SC,Recife/PE,STANDARD,DELIVERED_LATE,6,9,3,1739,DC-CE-01,RETAIL
VLX-2026-002102,2026-02-26,2026-03-05,North,Sao Paulo/SP,Manaus/AM,STANDARD,DELIVERED_ON_TIME,7,7,0,2241,DC-AM-01,RETAIL
VLX-2026-002103,2026-04-28,2026-05-02,South,Brasilia/DF,Florianopolis/SC,STANDARD,DELIVERED_ON_TIME,5,4,0,613,DC-RS-01,RETAIL
VLX-2026-002104,2026-05-15,2026-05-18,Northeast,Sao Paulo/SP,Salvador/BA,EXPRESS,DELIVERED_ON_TIME,3,3,0,952,DC-PE-01,RETAIL
VLX-2026-002105,2026-01-29,2026-02-04,Northeast,Belo Horizonte/MG,Salvador/BA,STANDARD,DELIVERED_ON_TIME,6,6,0,982,DC-PE-01,RETAIL
VLX-2026-002106,2026-04-28,2026-05-08,Northeast,Fortaleza/CE,Fortaleza/CE,STANDARD,DELIVERED_LATE,6,10,4,309,DC-CE-01,RETAIL
VLX-2026-002107,2026-06-29,2026-07-05,Northeast,Belem/PA,Salvador/BA,STANDARD,DELIVERED_ON_TIME,6,6,0,1550,DC-PE-01,SMB
VLX-2026-002108,2026-03-31,2026-04-06,Central-West,Porto Alegre/RS,Brasilia/DF,STANDARD,DELIVERED_ON_TIME,6,6,0,1100,DC-GO-01,ENTERPRISE
VLX-2026-002109,2026-08-14,2026-08-20,North,Salvador/BA,Belem/PA,STANDARD,DELIVERED_ON_TIME,7,6,0,2362,DC-PA-01,RETAIL
VLX-2026-002110,2026-02-11,2026-02-17,Northeast,Belo Horizonte/MG,Recife/PE,STANDARD,DELIVERED_ON_TIME,6,6,0,1208,DC-CE-01,RETAIL
VLX-2026-002111,2026-04-24,2026-04-28,Southeast,Belo Horizonte/MG,Sao Paulo/SP,STANDARD,DELIVERED_ON_TIME,5,4,0,890,DC-SP-01,SMB
VLX-2026-002112,2026-03-03,2026-03-09,Central-West,Belo Horizonte/MG,Cuiaba/MT,STANDARD,DELIVERED_ON_TIME,6,6,0,769,DC-DF-01,RETAIL
VLX-2026-002113,2026-02-04,2026-02-10,Central-West,Florianopolis/SC,Brasilia/DF,STANDARD,DELIVERED_ON_TIME,6,6,0,1171,DC-GO-01,RETAIL
VLX-2026-002114,2026-04-03,2026-04-09,Southeast,Rio de Janeiro/RJ,Belo Horizonte/MG,EXPRESS,DELIVERED_LATE,2,6,4,286,DC-SP-01,SMB
VLX-2026-002115,2026-06-07,2026-06-12,Northeast,Sao Paulo/SP,Salvador/BA,STANDARD,DELIVERED_ON_TIME,6,5,0,1800,DC-BA-01,RETAIL
VLX-2026-002116,2026-02-10,2026-02-16,Northeast,Manaus/AM,Salvador/BA,STANDARD,DELIVERED_ON_TIME,6,6,0,1483,DC-CE-01,ENTERPRISE
VLX-2026-002117,2026-06-29,2026-07-03,South,Rio de Janeiro/RJ,Curitiba/PR,STANDARD,DELIVERED_ON_TIME,5,4,0,743,DC-PR-01,ENTERPRISE
VLX-2026-002118,2026-02-14,2026-02-19,Southeast,Fortaleza/CE,Belo Horizonte/MG,STANDARD,DELIVERED_ON_TIME,5,5,0,778,DC-MG-01,ENTERPRISE
VLX-2026-002119,2026-05-13,2026-05-19,Northeast,Rio de Janeiro/RJ,Salvador/BA,STANDARD,DELIVERED_ON_TIME,6,6,0,227,DC-CE-01,RETAIL
VLX-2026-002120,2026-05-23,2026-05-24,South,Porto Velho/RO,Porto Alegre/RS,EXPRESS,DELIVERED_ON_TIME,2,1,0,732,DC-PR-01,RETAIL
VLX-2026-002121,2026-02-24,2026-03-06,Central-West,Belo Horizonte/MG,Goiania/GO,STANDARD,DELIVERED_LATE,6,10,4,747,DC-DF-01,RETAIL
VLX-2026-002122,2026-01-19,2026-01-21,Northeast,Rio de Janeiro/RJ,Salvador/BA,EXPRESS,DELIVERED_ON_TIME,3,2,0,1714,DC-PE-01,SMB
VLX-2026-002123,2026-03-28,2026-04-02,Southeast,Salvador/BA,Belo Horizonte/MG,STANDARD,DELIVERED_ON_TIME,5,5,0,350,DC-SP-01,RETAIL
VLX-2026-002124,2026-02-24,2026-03-06,Northeast,Sao Paulo/SP,Fortaleza/CE,STANDARD,DELIVERED_LATE,7,10,3,385,DC-BA-01,ENTERPRISE
VLX-2026-002125,2026-02-14,2026-02-18,Southeast,Recife/PE,Sao Paulo/SP,STANDARD,DELIVERED_ON_TIME,5,4,0,986,DC-MG-01,RETAIL
VLX-2026-002126,2026-02-03,2026-02-09,Northeast,Rio de Janeiro/RJ,Fortaleza/CE,STANDARD,DELIVERED_ON_TIME,6,6,0,1399,DC-BA-01,RETAIL
VLX-2026-002127,2026-06-28,2026-07-06,North,Sao Paulo/SP,Belem/PA,STANDARD,DELIVERED_ON_TIME,8,8,0,2248,DC-PA-01,SMB
VLX-2026-002128,2026-05-30,2026-06-04,South,Sao Paulo/SP,Curitiba/PR,STANDARD,DELIVERED_ON_TIME,5,5,0,1284,DC-RS-01,RETAIL
VLX-2026-002129,2026-05-31,2026-06-07,Northeast,Salvador/BA,Recife/PE,STANDARD,DELIVERED_ON_TIME,7,7,0,248,DC-CE-01,SMB
VLX-2026-002130,2026-08-12,2026-08-19,Northeast,Recife/PE,Salvador/BA,STANDARD,DELIVERED_ON_TIME,7,7,0,931,DC-BA-01,RETAIL
VLX-2026-002131,2026-03-06,2026-03-12,Central-West,Goiania/GO,Goiania/GO,STANDARD,DELIVERED_ON_TIME,6,6,0,1577,DC-GO-01,RETAIL
VLX-2026-002132,2026-05-21,2026-05-22,Southeast,Manaus/AM,Sao Paulo/SP,EXPRESS,DELIVERED_ON_TIME,2,1,0,713,DC-SP-01,ENTERPRISE
VLX-2026-002133,2026-07-11,2026-07-13,South,Brasilia/DF,Curitiba/PR,EXPRESS,DELIVERED_ON_TIME,2,2,0,173,DC-PR-01,RETAIL
VLX-2026-002134,2026-01-16,2026-01-21,North,Recife/PE,Belem/PA,EXPRESS,DELIVERED_ON_TIME,5,5,0,541,DC-AM-01,SMB
VLX-2026-002135,2026-03-15,2026-03-20,Northeast,Salvador/BA,Recife/PE,STANDARD,DELIVERED_ON_TIME,6,5,0,1814,DC-PE-01,RETAIL
VLX-2026-002136,2026-02-01,2026-02-04,Southeast,Florianopolis/SC,Sao Paulo/SP,EXPRESS,DELIVERED_ON_TIME,3,3,0,226,DC-SP-01,RETAIL
VLX-2026-002137,2026-02-14,2026-02-26,Central-West,Fortaleza/CE,Cuiaba/MT,EXPRESS,LOST,3,12,9,389,DC-GO-01,RETAIL
VLX-2026-002138,2026-05-19,2026-05-29,North,Belo Horizonte/MG,Manaus/AM,STANDARD,DELIVERED_LATE,7,10,3,2382,DC-AM-01,RETAIL
VLX-2026-002139,2026-07-01,2026-07-06,South,Sao Paulo/SP,Porto Alegre/RS,STANDARD,DELIVERED_ON_TIME,5,5,0,896,DC-PR-01,RETAIL
VLX-2026-002140,2026-01-14,2026-01-19,Southeast,Goiania/GO,Rio de Janeiro/RJ,STANDARD,DELIVERED_ON_TIME,5,5,0,272,DC-MG-01,RETAIL
VLX-2026-002141,2026-06-27,2026-07-09,Northeast,Sao Paulo/SP,Salvador/BA,STANDARD,DELIVERED_LATE,7,12,5,230,DC-PE-01,SMB
VLX-2026-002142,2026-01-04,2026-01-06,Southeast,Porto Velho/RO,Rio de Janeiro/RJ,EXPRESS,DELIVERED_ON_TIME,2,2,0,515,DC-RJ-01,RETAIL
VLX-2026-002143,2026-05-13,2026-05-15,South,Sao Paulo/SP,Porto Alegre/RS,EXPRESS,DELIVERED_ON_TIME,2,2,0,553,DC-PR-01,RETAIL
VLX-2026-002144,2026-02-23,2026-03-02,Central-West,Porto Velho/RO,Brasilia/DF,STANDARD,DELIVERED_LATE,6,7,1,1586,DC-GO-01,ENTERPRISE
VLX-2026-002145,2026-07-11,2026-07-19,North,Belo Horizonte/MG,Belem/PA,STANDARD,DELIVERED_LATE,7,8,1,1515,DC-AM-01,RETAIL
VLX-2026-002146,2026-01-26,2026-01-28,South,Sao Paulo/SP,Curitiba/PR,EXPRESS,DELIVERED_ON_TIME,2,2,0,1192,DC-PR-01,RETAIL
VLX-2026-002147,2026-03-05,2026-03-07,Southeast,Curitiba/PR,Belo Horizonte/MG,EXPRESS,DELIVERED_ON_TIME,2,2,0,176,DC-RJ-01,ENTERPRISE
